,Year,District Name,Age,Immigrants
1414,2017,Eixample,95-99,4
1415,2017,Eixample,95-99,0
1416,2017,Sants-Montjuïc,95-99,0
1417,2017,Sants-Montjuïc,95-99,0
1418,2017,Sants-Montjuïc,95-99,1
1419,2017,Sants-Montjuïc,95-99,1
1420,2017,Sants-Montjuïc,95-99,0
1421,2017,Sants-Montjuïc,95-99,1
1422,2017,Sants-Montjuïc,95-99,1
1423,2017,Sants-Montjuïc,95-99,1
1424,2017,Les Corts,95-99,3
1425,2017,Les Corts,95-99,3
1426,2017,Les Corts,95-99,0
1427,2017,Sarrià-Sant Gervasi,95-99,0
1428,2017,Sarrià-Sant Gervasi,95-99,2
1429,2017,Sarrià-Sant Gervasi,95-99,1
1430,2017,Sarrià-Sant Gervasi,95-99,1
1431,2017,Sarrià-Sant Gervasi,95-99,1
1432,2017,Sarrià-Sant Gervasi,95-99,1
1433,2017,Gràcia,95-99,1
1434,2017,Gràcia,95-99,0
1435,2017,Gràcia,95-99,0
1436,2017,Gràcia,95-99,1
1437,2017,Gràcia,95-99,3
1438,2017,Horta-Guinardó,95-99,4
1439,2017,Horta-Guinardó,95-99,0
1440,2017,Horta-Guinardó,95-99,3
1441,2017,Horta-Guinardó,95-99,1
1442,2017,Horta-Guinardó,95-99,1
1443,2017,Horta-Guinardó,95-99,1
1444,2017,Horta-Guinardó,95-99,0
1445,2017,Horta-Guinardó,95-99,0
1446,2017,Horta-Guinardó,95-99,0
1447,2017,Horta-Guinardó,95-99,0
1448,2017,Horta-Guinardó,95-99,0
1449,2017,Nou Barris,95-99,0
1450,2017,Nou Barris,95-99,2
1451,2017,Nou Barris,95-99,0
1452,2017,Nou Barris,95-99,0
1453,2017,Nou Barris,95-99,1
1454,2017,Nou Barris,95-99,0
1455,2017,Nou Barris,95-99,0
1456,2017,Nou Barris,95-99,0
1457,2017,Nou Barris,95-99,1
1458,2017,Nou Barris,95-99,0
1459,2017,Nou Barris,95-99,0
1460,2017,Nou Barris,95-99,0
1461,2017,Nou Barris,95-99,0
1462,2017,Sant Andreu,95-99,0
1463,2017,Sant Andreu,95-99,0
1464,2017,Sant Andreu,95-99,0
1465,2017,Sant Andreu,95-99,1
1466,2017,Sant Andreu,95-99,1
1467,2017,Sant Andreu,95-99,1
1468,2017,Sant Andreu,95-99,2
1469,2017,Sant Martí,95-99,0
1470,2017,Sant Martí,95-99,0
1471,2017,Sant Martí,95-99,0
1472,2017,Sant Martí,95-99,0
1473,2017,Sant Martí,95-99,2
1474,2017,Sant Martí,95-99,0
1475,2017,Sant Martí,95-99,1
1476,2017,Sant Martí,95-99,0
1477,2017,Sant Martí,95-99,0
1478,2017,Sant Martí,95-99,0
1479,2017,No consta,95-99,0
1480,2017,Ciutat Vella,>=100,0
1481,2017,Ciutat Vella,>=100,0
1482,2017,Ciutat Vella,>=100,0
1483,2017,Ciutat Vella,>=100,0
1484,2017,Eixample,>=100,0
1485,2017,Eixample,>=100,0
1486,2017,Eixample,>=100,0
1487,2017,Eixample,>=100,0
1488,2017,Eixample,>=100,1
1489,2017,Eixample,>=100,0
1490,2017,Sants-Montjuïc,>=100,0
1491,2017,Sants-Montjuïc,>=100,0
1492,2017,Sants-Montjuïc,>=100,0
1493,2017,Sants-Montjuïc,>=100,2
1494,2017,Sants-Montjuïc,>=100,0
1495,2017,Sants-Montjuïc,>=100,0
1496,2017,Sants-Montjuïc,>=100,0
1497,2017,Sants-Montjuïc,>=100,0
1498,2017,Les Corts,>=100,0
1499,2017,Les Corts,>=100,0
1500,2017,Les Corts,>=100,0
1501,2017,Sarrià-Sant Gervasi,>=100,0
1502,2017,Sarrià-Sant Gervasi,>=100,0
1503,2017,Sarrià-Sant Gervasi,>=100,0
1504,2017,Sarrià-Sant Gervasi,>=100,0
1505,2017,Sarrià-Sant Gervasi,>=100,0
1506,2017,Sarrià-Sant Gervasi,>=100,0
1507,2017,Gràcia,>=100,0
1508,2017,Gràcia,>=100,0
1509,2017,Gràcia,>=100,0
1510,2017,Gràcia,>=100,0
1511,2017,Gràcia,>=100,1
1512,2017,Horta-Guinardó,>=100,0
1513,2017,Horta-Guinardó,>=100,0
1514,2017,Horta-Guinardó,>=100,0
1515,2017,Horta-Guinardó,>=100,0
1516,2017,Horta-Guinardó,>=100,0
1517,2017,Horta-Guinardó,>=100,0
1518,2017,Horta-Guinardó,>=100,0
1519,2017,Horta-Guinardó,>=100,0
1520,2017,Horta-Guinardó,>=100,0
1521,2017,Horta-Guinardó,>=100,0
1522,2017,Horta-Guinardó,>=100,0
1523,2017,Nou Barris,>=100,0
1524,2017,Nou Barris,>=100,0
1525,2017,Nou Barris,>=100,0
1526,2017,Nou Barris,>=100,0
1527,2017,Nou Barris,>=100,0
1528,2017,Nou Barris,>=100,0
1529,2017,Nou Barris,>=100,0
1530,2017,Nou Barris,>=100,0
1531,2017,Nou Barris,>=100,0
1532,2017,Nou Barris,>=100,0
1533,2017,Nou Barris,>=100,0
1534,2017,Nou Barris,>=100,0
1535,2017,Nou Barris,>=100,0
1536,2017,Sant Andreu,>=100,0
1537,2017,Sant Andreu,>=100,0
1538,2017,Sant Andreu,>=100,0
1539,2017,Sant Andreu,>=100,0
1540,2017,Sant Andreu,>=100,0
1541,2017,Sant Andreu,>=100,0
1542,2017,Sant Andreu,>=100,0
1543,2017,Sant Martí,>=100,0
1544,2017,Sant Martí,>=100,0
1545,2017,Sant Martí,>=100,0
1546,2017,Sant Martí,>=100,0
1547,2017,Sant Martí,>=100,0
1548,2017,Sant Martí,>=100,0
1549,2017,Sant Martí,>=100,0
1550,2017,Sant Martí,>=100,0
1551,2017,Sant Martí,>=100,0
1552,2017,Sant Martí,>=100,0
1553,2017,No consta,>=100,0
